일자,종목명,기사요약,근거,대표단어,label,종가,거래량,등락률,KOSPI200,KOSPI200_등락률,환율,환율변동률,유가,유가변동률,S&P500,S&P500_등락률
2020.11.06,SK이노베이션,"바이든 후보는 4일(현지시각) 대선 승리가 유력시되는 상황에서 자신의 트위터에 ""오늘은 트럼프 행정부가 파리기후변화 협약에서 공식 탈퇴한 날""이라며 ""정확히 77일 안에 바이든 행정부는 파리기후변화협약에 다시 가입하겠다""고 밝혔다.",미국 정책 호재,"바이든, 대선, 승리, 파리기후변화협약, 가입",1,141500,730408,2.54%,322.1,0.18%,"1,122.88",-0.42%,37.7,-2.48%,"3,510.45",1.95%
2020.11.06,SK이노베이션,미국 제46대 대통령 당선이 조 바이든 후보로 기우는 가운데 한국 신재생·배터리 업계가 이를 크게 반기는 모습이다.,미국 정책 호재,"바이든, 신재생·배터리 업계",1,141500,730408,2.54%,322.1,0.18%,"1,122.88",-0.42%,37.7,-2.48%,"3,510.45",1.95%
2020.11.06,삼성sdi,미국 제46대 대통령 당선이 조 바이든 후보로 기우는 가운데 한국 신재생·배터리 업계가 이를 크게 반기는 모습이다.,미국 정책 호재,"바이든, 신재생, 배터리, 반기는",1,499000,865926,3.10%,322.1,0.18%,"1,122.88",-0.42%,37.7,-2.48%,"3,510.45",1.95%
2020.11.09,LG 화학,LG화학은 GM과 합작해 미국 오하이오주에 전기차 배터리 공장을 건설하고 있다. 투자규모는 약 3조원에 이른다.,설비 투자,"투자규모, 배터리 공장, 건설",1,734000,601476,1.94%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,LG 화학,LG화학과 삼성SDI는 대표적인 2차전지 종목이다. 미국 전기차 시장이 확대된다면 2차전지 수요도 증가한다.,산업 성장 기대,"수요, 증가, 시장, 확대",1,734000,601476,1.94%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,SK이노베이션,양사 영업비밀 침해 소송 최종 결정이 12월10일로 연기된 가운데 '미국 전기차 산업'이라는 공익 부분을 더 심도 있게 들여다보려는 취지로 해석된다. 포드와 폭스바겐은 이에 앞서 ITC에 미국의 공익을 위해 SK이노베이션에 패소 판결을 내리지 말아달라는 취지의 탄원서를 낸 바 있다.,소송 호재,"영업비밀 침해, 소송, 최종 결정, 연기, 포드, 폭스바겐",1,157000,2099423,10.95%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,SK이노베이션,"LG화학과 SK이노베이션 간 전기차 배터리 영업비밀 침해 소송 최종 결정이 다음달 10일로 연기된 가운데, 미국 국제무역위원회(ITC)가 양 사에 완성차 업체인 포드와 폭스바겐을 인터뷰한 녹취록 제출을 추가로 요청했다. 포드와 폭스바겐은 SK이노베이션의 조기 패소 결정에 반대 의견을 고수해왔다.",소송 호재,"영업비밀 침해, 소송, 최종 결정, 연기, 포드, 폭스바겐",1,157000,2099423,10.95%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,SK이노베이션,"폭스바겐도 ""SK이노베이션과 폭스바겐이 맺은 계약이 파괴된다면 고임금 일자리를 원하는 미국의 노동자들과 전기차를 원하는 소비자들에 피해가 간다""고 주장했다.",소송 호재,"폭스바겐, 계약, 고임금 일자리, 전기차, 피해",1,157000,2099423,10.95%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,SK이노베이션,"이 때문에 포드는 지난 5월 ITC에 제출한 탄원서에서 ""LG화학은 F-150 전기차에 대한 대체 배터리를 공급할 수 없다""며 ""ITC의 SK이노베이션에 대한 조기 패소 결정은 미국 경제 전체와 공익, 보건, 복지 등에 영향을 미칠 것""이라며 반대 의견을 냈다.",소송 호재,"ITC, LG화학, 포드, 조기 패소, 반대의견",1,157000,2099423,10.95%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,SK이노베이션,"조 바이든 미국 민주당 대선 후보가 도널드 트럼프 미국 대통령을 누르고 대통령 당선인이 됐다. 바이든이 '친환경' 정책을 핵심 공약으로 내세운 만큼 증시에서도 태양광·풍력 등 친환경 에너지 관련주(株), 2차전지주 등이 유망할 것이라는 분석이다.",미국 정책 호재,"바이든, 당선인",1,157000,2099423,10.95%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,SK이노베이션,"바이든 당선인의 핵심 공약 가운데 하나는 친환경 정책이다. 바이든 후보는 향후 4년간 청정에너지·인프라에 2조 달러를 투자하겠다고 공약한 바 있다. 이와 더불어 7000억 달러 중 3000억 달러를 인공지능(AI), 5G, 통신 플랫폼, 전기차에 투입하겠다고 공언했다.",미국 정책 호재,"바이든, 당선인, 친환경 정책, 투자, 전기차",1,157000,2099423,10.95%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,삼성sdi,미국 대통령 선거에서 조 바이든 민주당 후보의 당선이 유력,미국 정책 호재,"바이든, 당선, 유력",1,533000,824167,6.81%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,삼성sdi,바이든 후보가 강조하는 친환경정책은 국내 배터리·친환경차·신재생애너지 업계에 긍정적이지만 석유화학 업계에는 부정적 영향이 예상된다.,미국 정책 호재,"바이든, 친환경정책, 긍정적, 국내 배터리",1,533000,824167,6.81%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,삼성sdi,바이든 후보는 친환경·신재생에너지 관련 공약을 집중적으로 냈다.,미국 정책 호재,"바이든, 친환경, 신재생에너지, 공약",1,533000,824167,6.81%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,현대차,현대자동차그룹은 지난 4일부터 오는 10일까지 상하이 국가컨벤션센터에서 열리는 제3회 중국 국제 수입박람회(CIIE)에 참가해 미래 스마트 모빌리티 비전을 중국 시장에 선보인다고 6일 밝혔다.,공격적 마케팅,"미래 스마트 모빌리티, 비전, 선보인다",1,172500,1521010,1.17%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,현대차,"바이든 후보는 지난 4일 밤(현지시간) 트위터에 트럼프 행정부가 공식적으로 파리 기후협약에서 탈퇴했다고 보도했던 기사를 올리며 ""정확히 77일 안에 바이든 행정부는 파리기후협약에 다시 가입하겠다""고 밝혔습니다.",미국 정책 호재,"바이든, 파리 기후협약, 가입",1,172500,1521010,1.17%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.09,현대차,"6일에도 친환경·배터리 관련주는 강세를 지속하며, 지속적으로 바이든 후보의 당선 가능성이 반영된 모양새입니다.",미국 정책 호재,"바이든, 당선, 가능성",1,172500,1521010,1.17%,325.83,1.16%,"1,121.40",-0.13%,39.93,4.94%,"3,509.44",-0.03%
2020.11.10,LG 화학,조 바이든 미국 민주당 후보가 차기 미국 대통령에 확정되면서 2차전지 관련주들이 강세를 보이고 있다. 바이든 당선자의 친환경 대선 공약에 따른 수혜 기대감이 반영되는 것으로 풀이된다.,미국 정책 호재,"바이든, 확정, 수혜, 기대감",1,702000,563688,-4.36%,326.13,0.09%,"1,119.06",-0.21%,41.88,4.88%,"3,550.50",-0.14%
2020.11.10,LG 화학,"미국 대선 당선자 바이든 후보가 미국 전역에 50만개 가량의 전기차 충전소를 설치한다는 소식에 이아이디를 포함해 LG화학, 삼성SDI, SK이노베이션 등 2차 전지 관련주가 강세를 보이고 있는 것으로 풀이된다.",미국 정책 호재,"바이든, 전기차 충전소, 설치",1,702000,563688,-4.36%,326.13,0.09%,"1,119.06",-0.21%,41.88,4.88%,"3,550.50",-0.14%
2020.11.10,LG 화학,"이와 함께 태양광 발전 설치 시 반드시 필요한 에너지저장장치(ESS) 시장도 덩달아 확대되면서 LG화학, 삼성SDI 등의 점유율도 확대될 것으로 기대된다.",시장 점유율 상승,"점유율 확대, ESS, 확대, 기대",1,702000,563688,-4.36%,326.13,0.09%,"1,119.06",-0.21%,41.88,4.88%,"3,550.50",-0.14%
2020.11.10,삼성sdi,미국 대선 당선자 바이든 후보가 미국 전역에 50만개 가량의 전기차 충전소를 설치한다,미국 정책 호재,"바이든, 전기차 충전소, 설치",1,533000,596508,0.00%,326.13,0.09%,"1,119.06",-0.21%,41.88,4.88%,"3,550.50",-0.14%
2020.11.10,삼성sdi,차기 미국 대통령으로 확정된 조 바이든 민주당 당선인의 공약 중심에는 '친환경·신재생에너지'가 자리 잡고 있다.,미국 정책 호재,"바이든, 공약, 친환경, 신재생에너지",1,533000,596508,0.00%,326.13,0.09%,"1,119.06",-0.21%,41.88,4.88%,"3,550.50",-0.14%
2020.11.10,삼성sdi,"美, 충전소 50만개 확충",미국 정책 호재,"충전소, 확충",1,533000,596508,0.00%,326.13,0.09%,"1,119.06",-0.21%,41.88,4.88%,"3,550.50",-0.14%
2020.11.10,삼성sdi,美 대선 바이든 승리,미국 정책 호재,"바이든, 승리",1,533000,596508,0.00%,326.13,0.09%,"1,119.06",-0.21%,41.88,4.88%,"3,550.50",-0.14%
2020.11.10,삼성sdi,미국 대통령 선거에서 조 바이든 민주당 후보가 당선,미국 정책 호재,"바이든, 당선",1,533000,596508,0.00%,326.13,0.09%,"1,119.06",-0.21%,41.88,4.88%,"3,550.50",-0.14%
2020.11.11,LG 화학,LG화학은 전기차 생산을 돕는 데 그치지 않고 공장 운영을 위한 동력도 재생에너지로 확보하며 전방위적인 지속가능경영 활동을 펼치고 있다.,기업 성장 기대,"재생에너지, 확보, 지속가능경영, 활동",1,692000,528736,-1.42%,331.12,1.53%,"1,117.07",-0.18%,41.78,-0.24%,"3,572.66",0.77%
2020.11.11,삼성sdi,9일 배터리 업계에 따르면 LG화학과 삼성SDI 등 기존 전기차용 원통형 전지를 만들던 업체들은 테슬라 '4680' 배터리에 걸맞게 지름과 길이를 대폭 늘린 새로운 원통형 전지 개발에 한창이다.,기술 호재,"원동형 전지, 개발",1,512000,656555,-3.94%,331.12,1.53%,"1,117.07",-0.18%,41.78,-0.24%,"3,572.66",0.77%
2020.11.11,현대차,현대자동차가 준중형 스포츠유틸리티차(SUV) 신형 '투싼'의 북미 시장 시판을 앞두고 한국의 울산 공장뿐만 아니라 미국 앨라배마 공장에서도 신형 투싼을 생산하겠다고 밝혔다.,실적 호재,"신형, 투싼, 생산, 밝혔다",1,175500,4140745,1.15%,331.12,1.53%,"1,117.07",-0.18%,41.78,-0.24%,"3,572.66",0.77%
2020.11.11,현대차,현대자동차가 조 바이든 미국 대통령 당선인이 이끄는 새 행정부와 협력해 전기차와 수소차의 인프라를 확충하겠다는 구상을 밝혔다.,미국 정책 호재,"바이든, 전기차, 인프라, 확충, 구상, 협력",1,175500,4140745,1.15%,331.12,1.53%,"1,117.07",-0.18%,41.78,-0.24%,"3,572.66",0.77%
2020.11.13,LG 화학,"바이든 당선인이 파리기후변화협약에 재가입할 것을 시사했고, 2050년까지 탄소 배출량 제로(0)를 달성하겠다고 밝힌 만큼 탄소배출을 줄일 수 있는 산업군이 유망할 것으로 점쳐지고 있어서다.",미국 정책 호재,"바이든, 파리기후변화협약, 재가입, 탄소 배출량 제로, 유망",1,705000,388449,1.88%,333.03,1.00%,"1,114.86",0.22%,40.38,-1.51%,"3,537.01",-1.00%
2020.11.13,삼성sdi,바이든 행정부의 정책 수혜주가 강세장 속에서도 두드러진 성과를 나타내고 있다.,미국 정책 호재,"바이든, 성과",1,501000,997668,-2.72%,333.03,1.00%,"1,114.86",0.22%,40.38,-1.51%,"3,537.01",-1.00%
2020.11.13,현대차,현대자동차가 오는 2022년까지 미국에서 판매하는 친환경차 모델을 10종까지 늘리겠다고 밝혔다.,실적 호재,"친환경차, 모델, 10종, 늘리겠다",1,177500,2405777,2.01%,333.03,1.00%,"1,114.86",0.22%,40.38,-1.51%,"3,537.01",-1.00%
2020.11.16,LG 화학,"대표적인 종목은 현대차, 기아차, LG화학, 삼성SDI 등이 있다. 현대차와 기아차는 전기차·수소차 등 친환경차 시장에 적극 뛰어들고 있다.",산업 성장 기대,"친환경차, 시장, 적극, 뛰어들고",1,677000,573360,-3.97%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.16,LG 화학,제너럴모터스(GM)는 화재 발생 위험을 이유로 LG화학 배터리를 장착한 전기차를 리콜하기로 했다고 로이터통신이 13일(현지시간) 전했다.,배터리 화재,"리콜, 화재, 발생, 위험",0,677000,573360,-3.97%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.16,LG 화학,GM (General Motors) (GM)은 화재의 위험을 위해 LG 화학 배터리가 장착 된 전기 자동차를 회상하기로 결정했습니다.로이터는 13 번째 (현지 시간)에 말했다.,배터리 화재,"리콜, 화재, 발생, 위험",0,677000,573360,-3.97%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.16,삼성sdi,기후변화에 대응하기 위해 2050년까지 '탄소 배출 제로'를 공약했다.,미국 정책 호재,"기후변화, 탄소 배출 제로",1,485500,569489,-3.09%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.16,삼성sdi,"LG화학 배터리 전기차 6만9,000대 리콜",전기차 화재,"전기차, 리콜",0,485500,569489,-3.09%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.16,삼성sdi,국산 전기차 배터리를 장착한 글로벌 완성차 기업들이 ‘화재위험’으로 인해 잇달아 리콜,전기차 화재,"국산 전기차 배터리, 화재위험, 리콜",0,485500,569489,-3.09%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.16,삼성sdi,글로벌 완성차 기업들이 잇달아 전기차에 대한 리콜 결정,전기차 화재,"전기차, 리콜, 결정",0,485500,569489,-3.09%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.16,삼성sdi,"현대자동차, BMW, 포드에 이어 제너럴모터스(GM)도 전기차 화재 사고에 리콜 결정을 내렸다.",전기차 화재,"전기차 화재, 사고, 리콜, 결정",0,485500,569489,-3.09%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.16,삼성sdi,"LG 화학 배터리 전기 자동차 69,000 리콜",전기차 화재,"전기차, 리콜",0,485500,569489,-3.09%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.16,삼성sdi,국내 전기 자동차 배터리가 장착 된 글로벌 완성 자동차는 '화재 위험'으로 회상하고 있습니다.,전기차 화재,"국산 전기차 배터리, 화재위험, 리콜",0,485500,569489,-3.09%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.16,삼성sdi,전세계 자동차 회사는 전기 자동차를 회상하기 위해 결정됩니다.,전기차 화재,"전기차, 리콜, 결정",0,485500,569489,-3.09%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.16,삼성sdi,"현대 자동차를 따라 BMW, Ford, General Motors (GM)는 전기 자동차 화재 사고에서 회상 결정을 회피했습니다.",전기차 화재,"전기차 화재, 사고, 리콜, 결정",0,485500,569489,-3.09%,340.63,2.28%,"1,107.62",-0.65%,41.62,2.19%,"3,585.15",1.36%
2020.11.17,LG 화학,글로벌 완성차 업체들이 제작한 전기차에서 잇따라 화재가 발생하면서 전 세계 배터리 시장을 주도하고 있는 국내 배터리 업체들이 긴장하고 있다.,전기차 화재,"화재 발생, 배터리 시장, 주도, 배터리 업체, 긴장",0,686000,331899,1.33%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,LG 화학,"다만 화재 사고의 원인으로 한국 기업들이 두각을 나타내고 있는 배터리 분야가 의심을 받기도 하지만, 사고 원인 규명은 신속하게 이뤄지지 않고 있다.",전기차 화재,"화재, 사고, 의심, 배터리, 원인, 규명, 이뤄지지 않는다",0,686000,331899,1.33%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,LG 화학,전세계 완성차가 제작 한 전기 자동차의 화재로 인해 발생하는 배터리 시장을 선도하는 국내 배터리 제조업체는 강조됩니다.,전기차 화재,"화재 발생, 배터리 시장, 주도, 배터리 업체, 긴장",0,686000,331899,1.33%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,LG 화학,그러나 화재 사고의 원인으로 인해 한국 기업은 의심이 의심되지만 사고 원인의 원인은 이루어지지 않습니다.,전기차 화재,"화재, 사고, 의심, 배터리, 원인, 규명, 이뤄지지 않는다",0,686000,331899,1.33%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,SK이노베이션,배터리 3총사' 중 SK이노베이션만 유일하게 화재 문제에 얽히지 않았다. 분리막 등에서 노하우가 쌓여 배터리 안정성이 높다는 게 회사측 설명이다.,배터리 안정성 우수,"노하우, 안정성, 높다",1,160000,868455,2.89%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,삼성sdi,글로벌 완성차 업체들이 제작한 전기차에서 잇따라 화재가 발생,전기차 화재,"화재, 발생",0,493500,401132,1.65%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,삼성sdi,화재의 원인으로 배터리 결함 가능성이 제기되기도 해 한국의 새로운 성장동력으로 꼽히는 이차전지 산업 분야의 불확실성이 커졌다.,전기차 화재,"화재, 원인, 배터리 결함, 불확실성",0,493500,401132,1.65%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,삼성sdi,전기차의 화재 사고가 발생,전기차 화재,"화재, 발생",0,493500,401132,1.65%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,삼성sdi,글로벌 완성차 업체들이 잇달아 전기차 리콜을 하면서 국내산 전기차 배터리에 대한 안정성 논란이 커지고 있다.,전기차 화재,"안정성 논란, 배터리, 리콜",0,493500,401132,1.65%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,삼성sdi,글로벌 완성차가 제작 한 전기 자동차의 화재,전기차 화재,"화재, 발생",0,493500,401132,1.65%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,삼성sdi,배터리 결함의 가능성으로 인해 불의 원인이므로 2 차 전지 산업의 불확실성은 한국의 새로운 성장 엔진으로 간주됩니다.,전기차 화재,"화재, 원인, 배터리 결함, 불확실성",0,493500,401132,1.65%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,삼성sdi,전기 자동차의 화재 사고,전기차 화재,"화재, 발생",0,493500,401132,1.65%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.17,삼성sdi,전세계의 전기 자동차를 회상하고 국내 전기 자동차 배터리의 안정성 논쟁이 성장하고 있습니다.,전기차 화재,"안정성 논란, 배터리, 리콜",0,493500,401132,1.65%,339.85,-0.23%,"1,107.04",-0.05%,41.52,-0.24%,"3,626.91",1.16%
2020.11.18,LG 화학,"미국 포드자동차가 최근 ""배터리 자체 생산을 검토 중""이라고 밝히면서 국내 배터리 업계에 미칠 영향이 주목된다.",경쟁사 호재,"자체 생산, 검토, 포드자동차, 배터리",0,709000,350805,3.35%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,LG 화학,"미국 포드 자동차가 최근에 ""배터리 자체가 배터리 자체의 생산""이 ""국내 배터리 산업에 미치는 영향은 언급되었음을 알려줍니다.",경쟁사 호재,"자체 생산, 검토, 포드자동차, 배터리",0,709000,350805,3.35%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,SK이노베이션,전기차용 배터리 시장이 올해 140억달러(15조5000억원)에서 2030년에는 1940억달러(214조7000억원)로 10년간 14배 커질 것이라는 전망이 나왔다.,산업 성장 기대,"배터리 시장, 커질 것, 전망",1,156500,599844,-2.19%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,삼성sdi,"외국인 투자자들이 경기 회복 구간에서 이익을 실현할 수 있는 반도체, 배터리 등 종목을 집중적으로 골라 담은 것으로 나타났다.",외인 매수,"이익, 실현, 경기 회복, 외국인, 배터리",1,501000,388798,1.52%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,삼성sdi,전기차용 배터리 시장이 올해 140억달러(15조5000억원)에서 2030년에는 1940억달러(214조7000억원)로 10년간 14배 커질 것이라는 전망,산업 성장 기대,"배터리, 커질 것, 전망",1,501000,388798,1.52%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,삼성sdi,"테슬라, S&P500 입성",협력사 호재,"테슬라, S&P500, 입성",1,501000,388798,1.52%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,삼성sdi,`반도체·2차전지` 집중 쇼핑,외인 매수,"2차전지, 집중, 쇼핑",1,501000,388798,1.52%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,삼성sdi,전세계 전기차와 배터리 시장이 지난 3분기부터 회복돼 다시 예년의 폭발적인 성장세를 유지할 것이란 전망,산업 성장 기대,"배터리 시장, 회복, 폭발적인, 성장세, 유지",1,501000,388798,1.52%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,삼성sdi,미국 전기차 업체 테슬라가 S&P500지수에 편입됐다,협력사 호재,"전기차, 테슬라, S&P500, 편입",1,501000,388798,1.52%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,삼성sdi,"미국 포드자동차가 최근 ""배터리 자체 생산을 검토 중""",경쟁사 호재,"포드자동차, 배터리 자체 생산",0,501000,388798,1.52%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,삼성sdi,"미국 Ford Car 최근에 ""배터리 자체를 검토""",경쟁사 호재,"포드자동차, 배터리 자체 생산",0,501000,388798,1.52%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,현대차,한병화 유진투자증권 연구위원은 바이든의 ‘그린혁명’으로 미국 내 그린산업 확대가 가속화 될거라고 설명했다.,미국 정책 호재,"가속화, 바이든, 그린혁명, 미국, 그린산업 확대",1,179500,2228657,-1.64%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.18,현대차,"미국과의 무역에서 걸림돌로 작용하던 무역확장법 232조에 대해 미 재계가 개정에 지지 의사를 표시하면서 철강과 알루미늄, 자동차 산업의 대미 수출 불확실성이 한층 개선될 전망이다.",미국 정책 호재,"무역확장법 232조, 지지, 의사, 개선, 전망",1,179500,2228657,-1.64%,339.96,0.03%,"1,105.38",-0.15%,41.8,0.67%,"3,609.53",-0.48%
2020.11.19,삼성sdi,"삼성SDI, 에코프로비엠과 양극재 생산공장 착공",설비 투자,"에코프로비엠, 양극재, 생산공장, 착공",1,518000,447437,3.39%,340.16,0.06%,"1,106.17",0.07%,41.69,-0.26%,"3,567.79",-1.16%
2020.11.19,삼성sdi,2025년부터 배터리 부족 현상이 나타날 것이란 관측들이 나오는 가운데 삼성SDI가 안정적인 양극재 확보 마련에 나섰다.,설비 투자,"배터리 부족 현상, 안정적인 양극재, 확보",1,518000,447437,3.39%,340.16,0.06%,"1,106.17",0.07%,41.69,-0.26%,"3,567.79",-1.16%
2020.11.19,삼성sdi,삼성SDI와 에코프로비엠이 18일 경북 포항 영일만 산업단지에서 합작법인 에코프로이엠 신설공장 착공식을 개최했다.,설비 투자,"에코프로비엠, 신설공장, 착공",1,518000,447437,3.39%,340.16,0.06%,"1,106.17",0.07%,41.69,-0.26%,"3,567.79",-1.16%
2020.11.19,삼성sdi,삼성SDI 합작법인 포항에 '2차전지 양극재' 생산공장 착공식,설비 투자,"2차전지, 양극재, 생산공장, 착공",1,518000,447437,3.39%,340.16,0.06%,"1,106.17",0.07%,41.69,-0.26%,"3,567.79",-1.16%
2020.11.19,삼성sdi,"원재료인 리튬, 니켈, 코발트 등의 경우 수요가 빠르게 증가하는 상황에서 가격 상승 및 높은 변동성",원자재 가격 상승,"수요, 증가, 가격 상승, 변동성",0,518000,447437,3.39%,340.16,0.06%,"1,106.17",0.07%,41.69,-0.26%,"3,567.79",-1.16%
2020.11.19,삼성sdi,"리튬의 경우, 원료 인 니켈, 코발트의 경우, 가격 및 높은 변동성이 급속히 증가하고있다.",원자재 가격 상승,"수요, 증가, 가격 상승, 변동성",0,518000,447437,3.39%,340.16,0.06%,"1,106.17",0.07%,41.69,-0.26%,"3,567.79",-1.16%
2020.11.19,현대차,현대자동차와 앱티브(Aptiv)의 자율주행 합작사 ‘모셔널(Motional)’이 내년 상반기 미국 공공도로에서 무인 자율주행차 테스트 주행을 시작한다.,기술 호재,"액티브, 자율주행, 모셔널, 주행, 무인 자율주행차, 테스트 주행",1,180000,1379907,0.28%,340.16,0.06%,"1,106.17",0.07%,41.69,-0.26%,"3,567.79",-1.16%
2020.11.19,현대차,18일 업계에 따르면 이들은 잇단 코나 화재로 중고차 가격 등 차량 가치가 떨어지는 손실이 발생했다며 손해 배상을 요구하는 소를 최근 서울중앙지방법원에 냈다.,소송 악재,"코나, 손해 배상, 요구, 화재, 손실, 발생",0,180000,1379907,0.28%,340.16,0.06%,"1,106.17",0.07%,41.69,-0.26%,"3,567.79",-1.16%
2020.11.19,현대차,"18 일 업계에 따르면, 그들은 중고차 가격과 같은 중고차 가격과 같은 중고차 가격과 같은 차량이 떨어진 손실이었으며, 서울 중앙 지방 법원에서는 손해가 필요가있는 암소가되었습니다.",소송 악재,"코나, 손해 배상, 요구, 화재, 손실, 발생",0,180000,1379907,0.28%,340.16,0.06%,"1,106.17",0.07%,41.69,-0.26%,"3,567.79",-1.16%
2020.11.20,현대차,현대자동차의 '쏘나타'와 기아자동차의 전기차 '니로EV'가 미국에서 잔존가치가 가장 뛰어난 차량으로 인정받았다.,실적 호재,"쏘나타, 잔존가치, 인정",1,177000,1309560,-1.67%,340.62,0.14%,"1,113.59",0.67%,42.48,1.89%,"3,581.87",0.39%
2020.11.23,LG 화학,테슬라가 내년 중국 시장에서 선보이는 신형 스포츠유틸리티차량(SUV) 모델Y에 LG화학 배터리를 탑재한다.,계약 수주,"테슬라, 배터리, 탑재, 신형, SUV",1,748000,466506,3.31%,348.46,2.30%,"1,114.95",0.12%,43.22,1.65%,"3,557.54",-0.68%
2020.11.23,LG 화학,LG화학은 내년 상반기 가동을 목표로 약 650억원을 투자해 여수 공장에 CNT 1200t을 증설하고 있다. 증설이 완료되면 LG화학의 CNT 생산량은 기존 500t에서 1700t으로 확대된다,설비 투자,"공장, 증설, 확대, 생산량",1,748000,466506,3.31%,348.46,2.30%,"1,114.95",0.12%,43.22,1.65%,"3,557.54",-0.68%
